exam,id,book,chapter,set,question,sourceFile,pdfPage,answerPage,availability,keyPosition,graded,issue,topic
Exam 1,b1-c4-s1-q29,1,4,1,29,Copy of Book 1.pdf,155,325,Located in assigned book,2,True,,Unit-cell geometry
Exam 1,b1-c4-s1-q30,1,4,1,30,Copy of Book 1.pdf,155,325,Located in assigned book,3,True,,Unit-cell geometry
Exam 1,b1-c4-s2-q01,1,4,2,1,Copy of Book 1.pdf,157,327,Located in assigned book,1,True,,Crystal systems
Exam 1,b1-c4-s2-q02,1,4,2,2,Copy of Book 1.pdf,157,327,Located in assigned book,2,True,,Bravais lattices
Exam 1,b1-c4-s2-q03,1,4,2,3,Copy of Book 1.pdf,157,327,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c4-s2-q04,1,4,2,4,Copy of Book 1.pdf,157,327,Located in assigned book,2,True,,Bravais lattices
Exam 1,b1-c4-s2-q05,1,4,2,5,Copy of Book 1.pdf,158,328,Located in assigned book,4,True,"The first option uses SCC, apparently for simple cubic. The book marks the unambiguous full-name option.",Bravais lattices
Exam 1,b1-c4-s2-q06,1,4,2,6,Copy of Book 1.pdf,158,328,Located in assigned book,1,True,,Bravais lattices
Exam 1,b1-c4-s2-q07,1,4,2,7,Copy of Book 1.pdf,158,328,Located in assigned book,1,True,,Bravais lattices
Exam 1,b1-c4-s2-q08,1,4,2,8,Copy of Book 1.pdf,158,328,Located in assigned book,4,True,,Bravais lattices
Exam 1,b1-c4-s2-q09,1,4,2,9,Copy of Book 1.pdf,158,328,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c4-s2-q10,1,4,2,10,Copy of Book 1.pdf,159,329,Located in assigned book,2,True,"This is the tenth item in Set 2, misprinted as question 40 on PDF page 159; answer page 329 calls it 10.",Crystal systems
Exam 1,b1-c4-s2-q11,1,4,2,11,Copy of Book 1.pdf,159,329,Located in assigned book,2,True,,Crystal systems
Exam 1,b1-c4-s2-q12,1,4,2,12,Copy of Book 1.pdf,159,329,Located in assigned book,4,True,,Crystal systems
Exam 1,b1-c4-s2-q13,1,4,2,13,Copy of Book 1.pdf,159,329,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c4-s2-q14,1,4,2,14,Copy of Book 1.pdf,160,330,Located in assigned book,4,True,Two choices have the same valid right-angle condition. Both positions 1 and 4 receive credit; the book bolds position 4.,Crystal systems
Exam 1,b1-c4-s2-q15,1,4,2,15,Copy of Book 1.pdf,160,330,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c4-s2-q16,1,4,2,16,Copy of Book 1.pdf,160,330,Located in assigned book,1,True,,Crystal systems
Exam 1,b1-c4-s2-q17,1,4,2,17,Copy of Book 1.pdf,160,330,Located in assigned book,5,True,,Crystal systems
Exam 1,b1-c4-s2-q18,1,4,2,18,Copy of Book 1.pdf,161,331,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c4-s2-q19,1,4,2,19,Copy of Book 1.pdf,161,331,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c4-s2-q20,1,4,2,20,Copy of Book 1.pdf,161,331,Located in assigned book,2,True,,Bravais lattices
Exam 1,b1-c4-s2-q21,1,4,2,21,Copy of Book 1.pdf,161,331,Located in assigned book,1,True,,Bravais lattices
Exam 1,b1-c4-s2-q22,1,4,2,22,Copy of Book 1.pdf,161,331,Located in assigned book,3,True,,Bravais lattices
Exam 1,b1-c4-s2-q23,1,4,2,23,Copy of Book 1.pdf,162,332,Located in assigned book,4,True,,Bravais lattices
Exam 1,b1-c4-s2-q24,1,4,2,24,Copy of Book 1.pdf,162,332,Located in assigned book,1,True,,Bravais lattices
Exam 1,b1-c4-s2-q25,1,4,2,25,Copy of Book 1.pdf,162,332,Located in assigned book,4,True,,Bravais lattices
Exam 1,b1-c4-s2-q26,1,4,2,26,Copy of Book 1.pdf,162,332,Located in assigned book,5,True,,Bravais lattices
Exam 1,b1-c4-s2-q27,1,4,2,27,Copy of Book 1.pdf,163,333,Located in assigned book,2,True,,Bravais lattices
Exam 1,b1-c4-s2-q28,1,4,2,28,Copy of Book 1.pdf,163,333,Located in assigned book,,False,"No answer is marked on PDF page 333 and the corresponding reading omits the line. Standard notation is explained, but no official key is assumed.",Bravais lattices
Exam 1,b1-c4-s2-q29,1,4,2,29,Copy of Book 1.pdf,163,333,Located in assigned book,4,True,The F symbol is face centering. The wording four-face-centered confuses effective lattice-point count with the six physical faces.,Bravais lattices
Exam 1,b1-c4-s2-q30,1,4,2,30,Copy of Book 1.pdf,163,333,Located in assigned book,2,True,,Bravais lattices
Exam 1,b1-c5-s1-q01,1,5,1,1,Copy of Book 1.pdf,185,355,Located in assigned book,2,True,,Coordinates and directions
Exam 1,b1-c5-s1-q02,1,5,1,2,Copy of Book 1.pdf,185,355,Located in assigned book,1,True,,Direction notation
Exam 1,b1-c5-s1-q03,1,5,1,3,Copy of Book 1.pdf,185,355,Located in assigned book,2,True,,Direction notation
Exam 1,b1-c5-s1-q04,1,5,1,4,Copy of Book 1.pdf,186,356,Located in assigned book,3,True,,Coordinates and directions
Exam 1,b1-c5-s1-q05,1,5,1,5,Copy of Book 1.pdf,186,356,Located in assigned book,4,False,FCC dense directions and turbine-blade growth/service orientations are different concepts. The application statement needs instructor clarification. Excluded from mastery scoring.,Directional applications
Exam 1,b1-c5-s1-q06,1,5,1,6,Copy of Book 1.pdf,186,356,Located in assigned book,2,True,,Directional applications
Exam 1,b1-c5-s1-q07,1,5,1,7,Copy of Book 1.pdf,186,356,Located in assigned book,5,True,,Directional applications
Exam 1,b1-c5-s1-q08,1,5,1,8,Copy of Book 1.pdf,187,357,Located in assigned book,3,True,,Coordinates and directions
Exam 1,b1-c5-s1-q09,1,5,1,9,Copy of Book 1.pdf,187,357,Located in assigned book,2,True,,Coordinates and directions
Exam 1,b1-c5-s1-q10,1,5,1,10,Copy of Book 1.pdf,187,357,Located in assigned book,2,True,,Coordinates and directions
Exam 1,b1-c5-s1-q11,1,5,1,11,Copy of Book 1.pdf,187,357,Located in assigned book,1,True,,Coordinates and directions
Exam 1,b1-c5-s1-q12,1,5,1,12,Copy of Book 1.pdf,188,358,Located in assigned book,1,True,,Coordinates and directions
Exam 1,b1-c5-s1-q13,1,5,1,13,Copy of Book 1.pdf,188,358,Located in assigned book,2,True,,Coordinates and directions
Exam 1,b1-c5-s1-q14,1,5,1,14,Copy of Book 1.pdf,188,358,Located in assigned book,2,True,,Coordinates and directions
Exam 1,b1-c5-s1-q15,1,5,1,15,Copy of Book 1.pdf,188,358,Located in assigned book,3,True,,Coordinates and directions
Exam 1,b1-c5-s1-q16,1,5,1,16,Copy of Book 1.pdf,188,358,Located in assigned book,3,True,,Direction notation
Exam 1,b1-c5-s1-q17,1,5,1,17,Copy of Book 1.pdf,189,359,Located in assigned book,1,True,,Direction notation
Exam 1,b1-c5-s1-q18,1,5,1,18,Copy of Book 1.pdf,189,359,Located in assigned book,5,True,,Coordinates and directions
Exam 1,b1-c5-s1-q19,1,5,1,19,Copy of Book 1.pdf,189,359,Located in assigned book,1,False,Fractional and Cartesian coordinate interpretations lead to different expressions. The source assumes fractional coordinates without stating it clearly. Excluded from mastery scoring.,Coordinates and directions
Exam 1,b1-c5-s1-q20,1,5,1,20,Copy of Book 1.pdf,189,359,Located in assigned book,2,True,,Packing and slip
Exam 1,b1-c5-s1-q21,1,5,1,21,Copy of Book 1.pdf,190,360,Located in assigned book,1,True,,Packing and slip
Exam 1,b1-c5-s1-q22,1,5,1,22,Copy of Book 1.pdf,190,360,Located in assigned book,2,True,,Packing and slip
Exam 1,b1-c5-s1-q23,1,5,1,23,Copy of Book 1.pdf,190,360,Located in assigned book,1,True,,Packing and slip
Exam 1,b1-c5-s1-q24,1,5,1,24,Copy of Book 1.pdf,190,360,Located in assigned book,3,True,,Packing and slip
Exam 1,b1-c5-s1-q25,1,5,1,25,Copy of Book 1.pdf,191,361,Located in assigned book,4,True,,Direction notation
Exam 1,b1-c5-s1-q26,1,5,1,26,Copy of Book 1.pdf,191,361,Located in assigned book,5,True,"A complete cubic family also includes symmetry-allowed sign changes, not just permutations.",Direction notation
Exam 1,b1-c5-s1-q27,1,5,1,27,Copy of Book 1.pdf,191,361,Located in assigned book,1,True,,Direction notation
Exam 1,b1-c5-s1-q28,1,5,1,28,Copy of Book 1.pdf,191,361,Located in assigned book,2,True,,Direction notation
Exam 1,b1-c5-s1-q29,1,5,1,29,Copy of Book 1.pdf,191,361,Located in assigned book,1,True,,Crystal order
Exam 1,b1-c5-s1-q30,1,5,1,30,Copy of Book 1.pdf,192,362,Located in assigned book,5,True,,Packing fraction
Exam 1,b1-c5-s2-q01,1,5,2,1,Copy of Book 1.pdf,193,363,Located in assigned book,4,True,,Crystal order
Exam 1,b1-c5-s2-q02,1,5,2,2,Copy of Book 1.pdf,193,363,Located in assigned book,3,True,,Anisotropy
Exam 1,b1-c5-s2-q03,1,5,2,3,Copy of Book 1.pdf,193,363,Located in assigned book,2,True,,Crystal order
Exam 1,b1-c5-s2-q04,1,5,2,4,Copy of Book 1.pdf,193,363,Located in assigned book,1,True,The statement assumes a single crystal; a randomly oriented polycrystal may be approximately isotropic.,Anisotropy
Exam 1,b1-c5-s2-q05,1,5,2,5,Copy of Book 1.pdf,194,364,Located in assigned book,2,True,,Packing fraction
Exam 1,b1-c5-s2-q06,1,5,2,6,Copy of Book 1.pdf,194,364,Located in assigned book,3,True,,Packing fraction
Exam 1,b1-c5-s2-q07,1,5,2,7,Copy of Book 1.pdf,194,364,Located in assigned book,4,True,,Packing fraction
Exam 1,b1-c5-s2-q08,1,5,2,8,Copy of Book 1.pdf,194,364,Located in assigned book,5,True,,Diffraction
Exam 1,b1-c5-s2-q09,1,5,2,9,Copy of Book 1.pdf,194,364,Located in assigned book,2,True,,Diffraction
Exam 1,b1-c5-s2-q10,1,5,2,10,Copy of Book 1.pdf,195,365,Located in assigned book,1,True,,Packing and slip
Exam 1,b1-c5-s2-q11,1,5,2,11,Copy of Book 1.pdf,195,365,Located in assigned book,2,False,"The source asks for a direction and marks square brackets, but the angle-bracket choice correctly identifies the family. Excluded from mastery scoring.",Packing and slip
Exam 1,b1-c5-s2-q12,1,5,2,12,Copy of Book 1.pdf,195,365,Located in assigned book,2,True,BCC has a densest contact row but is not a close-packed structure overall.,Packing and slip
Exam 1,b1-c5-s2-q13,1,5,2,13,Copy of Book 1.pdf,195,365,Located in assigned book,3,True,,Packing and slip
Exam 1,b1-c5-s2-q14,1,5,2,14,Copy of Book 1.pdf,196,366,Located in assigned book,5,True,,Packing and slip
Exam 1,b1-c5-s2-q15,1,5,2,15,Copy of Book 1.pdf,196,366,Located in assigned book,5,True,,Packing and slip
Exam 1,b1-c5-s2-q16,1,5,2,16,Copy of Book 1.pdf,196,366,Located in assigned book,3,True,,Packing and slip
Exam 1,b1-c5-s2-q17,1,5,2,17,Copy of Book 1.pdf,196,366,Located in assigned book,1,True,,Crystal order
Exam 1,b1-c5-s2-q18,1,5,2,18,Copy of Book 1.pdf,196,366,Located in assigned book,5,True,,Crystal order
Exam 1,b1-c5-s2-q19,1,5,2,19,Copy of Book 1.pdf,197,367,Located in assigned book,2,True,,Crystal order
Exam 1,b1-c5-s2-q20,1,5,2,20,Copy of Book 1.pdf,197,367,Located in assigned book,4,True,,Crystal order
Exam 1,b1-c5-s2-q21,1,5,2,21,Copy of Book 1.pdf,197,367,Located in assigned book,2,True,,Unit-cell geometry
Exam 1,b1-c5-s2-q22,1,5,2,22,Copy of Book 1.pdf,197,367,Located in assigned book,3,True,,Crystal systems
Exam 1,b1-c5-s2-q23,1,5,2,23,Copy of Book 1.pdf,198,368,Located in assigned book,4,True,,Crystal order
Exam 1,b1-c5-s2-q24,1,5,2,24,Copy of Book 1.pdf,198,368,Located in assigned book,1,True,,Diffraction
Exam 1,b1-c5-s2-q25,1,5,2,25,Copy of Book 1.pdf,198,368,Located in assigned book,4,True,,Grains
Exam 1,b1-c5-s2-q26,1,5,2,26,Copy of Book 1.pdf,198,368,Located in assigned book,5,True,,Grains
Exam 1,b1-c5-s2-q27,1,5,2,27,Copy of Book 1.pdf,198,368,Located in assigned book,1,True,,Crystal structures
Exam 1,b1-c5-s2-q28,1,5,2,28,Copy of Book 1.pdf,199,369,Located in assigned book,5,True,,Anisotropy
Exam 1,b1-c5-s2-q29,1,5,2,29,Copy of Book 1.pdf,199,369,Located in assigned book,4,True,,Crystal order
Exam 1,b1-c5-s2-q30,1,5,2,30,Copy of Book 1.pdf,199,369,Located in assigned book,2,True,,Unit-cell geometry
Exam 2,b2-c6-s1-q01,2,6,1,1,Copy of Book 2(1).pdf,127,318,Located in assigned book,4,True,,Miller indices
Exam 2,b2-c6-s1-q02,2,6,1,2,Copy of Book 2(1).pdf,127,318,Located in assigned book,2,True,,Plane notation
Exam 2,b2-c6-s1-q03,2,6,1,3,Copy of Book 2(1).pdf,128,319,Located in assigned book,1,True,,Plane notation
Exam 2,b2-c6-s1-q04,2,6,1,4,Copy of Book 2(1).pdf,128,319,Located in assigned book,1,True,,Miller indices
Exam 2,b2-c6-s1-q05,2,6,1,5,Copy of Book 2(1).pdf,128,319,Located in assigned book,2,True,,Miller indices
Exam 2,b2-c6-s1-q06,2,6,1,6,Copy of Book 2(1).pdf,128,319,Located in assigned book,2,True,,Planar packing
Exam 2,b2-c6-s1-q07,2,6,1,7,Copy of Book 2(1).pdf,128,319,Located in assigned book,2,True,,Planar packing
Exam 2,b2-c6-s1-q08,2,6,1,8,Copy of Book 2(1).pdf,129,320,Located in assigned book,4,True,,Slip systems
Exam 2,b2-c6-s1-q09,2,6,1,9,Copy of Book 2(1).pdf,129,320,Located in assigned book,1,False,The close-packed-plane statement is not universal: BCC metals have no truly close-packed planes. The material scope needs clarification.,Slip systems
Exam 2,b2-c6-s1-q10,2,6,1,10,Copy of Book 2(1).pdf,129,320,Located in assigned book,5,True,,Crystal-growth examples
Exam 2,b2-c6-s1-q11,2,6,1,11,Copy of Book 2(1).pdf,129,320,Located in assigned book,3,True,,Crystal-growth examples
Exam 2,b2-c6-s1-q12,2,6,1,12,Copy of Book 2(1).pdf,130,321,Located in assigned book,4,True,,Miller indices
Exam 2,b2-c6-s1-q13,2,6,1,13,Copy of Book 2(1).pdf,130,321,Located in assigned book,2,True,,Miller indices
Exam 2,b2-c6-s1-q14,2,6,1,14,Copy of Book 2(1).pdf,130,321,Located in assigned book,3,False,Matching direction and plane indices imply a normal direction in cubic crystals; this is not a general result for every lattice.,Miller indices
Exam 2,b2-c6-s1-q15,2,6,1,15,Copy of Book 2(1).pdf,130,321,Located in assigned book,5,True,,Miller indices
Exam 2,b2-c6-s1-q16,2,6,1,16,Copy of Book 2(1).pdf,131,322,Located in assigned book,1,True,,Slip systems
Exam 2,b2-c6-s1-q17,2,6,1,17,Copy of Book 2(1).pdf,131,322,Located in assigned book,1,True,,Crystal-growth examples
Exam 2,b2-c6-s1-q18,2,6,1,18,Copy of Book 2(1).pdf,131,322,Located in assigned book,3,True,,Crystal-growth examples
Exam 2,b2-c6-s1-q19,2,6,1,19,Copy of Book 2(1).pdf,131,322,Located in assigned book,1,True,,Planar packing
Exam 2,b2-c6-s1-q20,2,6,1,20,Copy of Book 2(1).pdf,132,323,Located in assigned book,3,True,,Planar packing
Exam 2,b2-c6-s1-q21,2,6,1,21,Copy of Book 2(1).pdf,132,323,Located in assigned book,1,True,,Plane notation
Exam 2,b2-c6-s1-q22,2,6,1,22,Copy of Book 2(1).pdf,132,323,Located in assigned book,2,True,,Plane notation
Exam 2,b2-c6-s1-q23,2,6,1,23,Copy of Book 2(1).pdf,132,323,Located in assigned book,3,True,,Plane notation
Exam 2,b2-c6-s1-q24,2,6,1,24,Copy of Book 2(1).pdf,133,324,Located in assigned book,4,True,,Plane notation
Exam 2,b2-c6-s1-q25,2,6,1,25,Copy of Book 2(1).pdf,133,324,Located in assigned book,1,True,,Plane notation
Exam 2,b2-c6-s1-q26,2,6,1,26,Copy of Book 2(1).pdf,133,324,Located in assigned book,4,True,,Plane notation
Exam 2,b2-c6-s1-q27,2,6,1,27,Copy of Book 2(1).pdf,133,324,Located in assigned book,3,True,,Plane notation
Exam 2,b2-c6-s1-q28,2,6,1,28,Copy of Book 2(1).pdf,133,324,Located in assigned book,1,True,,Plane notation
Exam 2,b2-c6-s1-q29,2,6,1,29,Copy of Book 2(1).pdf,134,325,Located in assigned book,1,True,,Slip systems
Exam 2,b2-c6-s1-q30,2,6,1,30,Copy of Book 2(1).pdf,134,325,Located in assigned book,2,True,,Slip systems
Exam 2,b2-c6-s2-q01,2,6,2,1,Copy of Book 2(1).pdf,135,326,Located in assigned book,2,True,,Slip systems
Exam 2,b2-c6-s2-q02,2,6,2,2,Copy of Book 2(1).pdf,135,326,Located in assigned book,1,True,,Slip systems
Exam 2,b2-c6-s2-q03,2,6,2,3,Copy of Book 2(1).pdf,135,326,Located in assigned book,2,True,,Slip systems
Exam 2,b2-c6-s2-q04,2,6,2,4,Copy of Book 2(1).pdf,135,326,Located in assigned book,1,True,,Slip systems
Exam 2,b2-c6-s2-q05,2,6,2,5,Copy of Book 2(1).pdf,136,327,Located in assigned book,5,True,,Slip systems
Exam 2,b2-c6-s2-q06,2,6,2,6,Copy of Book 2(1).pdf,136,327,Located in assigned book,3,True,,Slip systems
Exam 2,b2-c6-s2-q07,2,6,2,7,Copy of Book 2(1).pdf,136,327,Located in assigned book,4,True,,Slip systems
Exam 2,b2-c6-s2-q08,2,6,2,8,Copy of Book 2(1).pdf,136,327,Located in assigned book,2,True,,Slip systems
Exam 2,b2-c6-s2-q09,2,6,2,9,Copy of Book 2(1).pdf,136,327,Located in assigned book,2,True,,Slip systems
Exam 2,b2-c6-s2-q10,2,6,2,10,Copy of Book 2(1).pdf,137,328,Located in assigned book,1,False,"The source key counts three <110> directions per {111} plane, but the question says the entire FCC system.",Slip systems
Exam 2,b2-c6-s2-q11,2,6,2,11,Copy of Book 2(1).pdf,137,328,Located in assigned book,2,True,,Slip systems
Exam 2,b2-c6-s2-q12,2,6,2,12,Copy of Book 2(1).pdf,137,328,Located in assigned book,4,True,,Crystal-growth examples
Exam 2,b2-c6-s2-q13,2,6,2,13,Copy of Book 2(1).pdf,137,328,Located in assigned book,4,True,,Miller indices
Exam 2,b2-c6-s2-q14,2,6,2,14,Copy of Book 2(1).pdf,137,328,Located in assigned book,3,True,,Plane notation
Exam 2,b2-c6-s2-q15,2,6,2,15,Copy of Book 2(1).pdf,138,329,Located in assigned book,3,True,,Miller indices
Exam 2,b2-c6-s2-q16,2,6,2,16,Copy of Book 2(1).pdf,138,329,Located in assigned book,2,True,,Miller indices
Exam 2,b2-c6-s2-q17,2,6,2,17,Copy of Book 2(1).pdf,138,329,Located in assigned book,3,True,,Miller indices
Exam 2,b2-c6-s2-q18,2,6,2,18,Copy of Book 2(1).pdf,138,329,Located in assigned book,1,True,,Miller indices
Exam 2,b2-c6-s2-q19,2,6,2,19,Copy of Book 2(1).pdf,139,330,Located in assigned book,1,False,The close-packed-plane statement needs a material qualification; it is not universal for BCC metals.,Slip systems
Exam 2,b2-c6-s2-q20,2,6,2,20,Copy of Book 2(1).pdf,139,330,Located in assigned book,5,True,,Crystal-growth examples
Exam 2,b2-c6-s2-q21,2,6,2,21,Copy of Book 2(1).pdf,139,330,Located in assigned book,3,True,,Crystal-growth examples
Exam 2,b2-c6-s2-q22,2,6,2,22,Copy of Book 2(1).pdf,139,330,Located in assigned book,4,True,,Miller indices
Exam 2,b2-c6-s2-q23,2,6,2,23,Copy of Book 2(1).pdf,140,331,Located in assigned book,2,True,,Miller indices
Exam 2,b2-c6-s2-q24,2,6,2,24,Copy of Book 2(1).pdf,140,331,Located in assigned book,3,False,The perpendicularity claim needs a cubic-lattice qualification.,Miller indices
Exam 2,b2-c6-s2-q25,2,6,2,25,Copy of Book 2(1).pdf,140,331,Located in assigned book,5,True,,Miller indices
Exam 2,b2-c6-s2-q26,2,6,2,26,Copy of Book 2(1).pdf,140,331,Located in assigned book,1,True,,Planar packing
Exam 2,b2-c6-s2-q27,2,6,2,27,Copy of Book 2(1).pdf,141,332,Located in assigned book,5,True,,Plane notation
Exam 2,b2-c6-s2-q28,2,6,2,28,Copy of Book 2(1).pdf,141,332,Located in assigned book,4,True,,Plane notation
Exam 2,b2-c6-s2-q29,2,6,2,29,Copy of Book 2(1).pdf,141,332,Located in assigned book,5,True,,Plane notation
Exam 2,b2-c6-s2-q30,2,6,2,30,Copy of Book 2(1).pdf,141,332,Located in assigned book,1,True,,Slip systems
Exam 2,b2-c7-s1-q01,2,7,1,1,Copy of Book 2(1).pdf,157,349,Located in assigned book,2,True,,Defect dimensions
Exam 2,b2-c7-s1-q02,2,7,1,2,Copy of Book 2(1).pdf,157,349,Located in assigned book,3,True,,Defect dimensions
Exam 2,b2-c7-s1-q03,2,7,1,3,Copy of Book 2(1).pdf,157,349,Located in assigned book,1,True,,Defect dimensions
Exam 2,b2-c7-s1-q04,2,7,1,4,Copy of Book 2(1).pdf,158,350,Located in assigned book,2,True,,Defect dimensions
Exam 2,b2-c7-s1-q05,2,7,1,5,Copy of Book 2(1).pdf,158,350,Located in assigned book,1,True,,Defect dimensions
Exam 2,b2-c7-s1-q06,2,7,1,6,Copy of Book 2(1).pdf,158,350,Located in assigned book,2,True,,Defect dimensions
Exam 2,b2-c7-s1-q07,2,7,1,7,Copy of Book 2(1).pdf,158,350,Located in assigned book,3,True,,Defect dimensions
Exam 2,b2-c7-s1-q08,2,7,1,8,Copy of Book 2(1).pdf,159,351,Located in assigned book,4,True,,Defect dimensions
Exam 2,b2-c7-s1-q09,2,7,1,9,Copy of Book 2(1).pdf,159,351,Located in assigned book,1,True,,Defect dimensions
Exam 2,b2-c7-s1-q10,2,7,1,10,Copy of Book 2(1).pdf,159,351,Located in assigned book,1,True,,Defect dimensions
Exam 2,b2-c7-s1-q11,2,7,1,11,Copy of Book 2(1).pdf,159,351,Located in assigned book,2,True,,Defect dimensions
Exam 2,b2-c7-s1-q12,2,7,1,12,Copy of Book 2(1).pdf,159,351,Located in assigned book,2,True,,Defect dimensions
Exam 2,b2-c7-s1-q13,2,7,1,13,Copy of Book 2(1).pdf,160,352,Located in assigned book,4,True,,Defect dimensions
Exam 2,b2-c7-s1-q14,2,7,1,14,Copy of Book 2(1).pdf,160,352,Located in assigned book,3,True,,Defect dimensions
Exam 2,b2-c7-s1-q15,2,7,1,15,Copy of Book 2(1).pdf,160,352,Located in assigned book,1,True,,Defect dimensions
Exam 2,b2-c7-s1-q16,2,7,1,16,Copy of Book 2(1).pdf,160,352,Located in assigned book,3,True,,Defect dimensions
Exam 2,b2-c7-s1-q17,2,7,1,17,Copy of Book 2(1).pdf,160,353,Located in assigned book,2,True,,Length scales and defect density
